name,sub_category,ratings,no_of_ratings,discount_price,actual_price,discount_percentage,discount_percentage_original
"Lay’s Gourmet Kettle Chips 55g, Thai Sweet Chilli flavour, Premium Slow-Cooked Potato Chips, Chips and Snacks",All Grocery & Gourmet Foods,4.1,37,28.0,30.0,6.7,6.666666666666667
"Cadbury Dairy Milk Silk Chocolate Bar, 250g (Pack of 2 x 250g)",All Grocery & Gourmet Foods,4.5,2323,550.0,650.0,15.4,15.384615384615385
"Nutri Organics Halim Seeds 1kg - Aliv Seeds | Haleem Seeds | Seeds for Eating | Immunity Booster Superfood | Asaliya, Gard...",All Grocery & Gourmet Foods,4.1,418,222.0,349.0,36.4,36.38968481375358
"Organic Tattva 'Black Mustard', Quality Rai, Naturally Processed, from Farm Picked Fresh Seeds (100 G, Pouch)",All Grocery & Gourmet Foods,4.3,416,36.0,40.0,10.0,10.0
"Pintola Organic Wholegrain Brown Rice Cakes - All Natural (Lightly Salted, Pack of 1) (125 g)",All Grocery & Gourmet Foods,3.9,1904,145.0,160.0,9.4,9.375
"Colourmist Liquid Food Colour Assorted 20 Gm, Pack of 10 Colours (Orange, Blue, Orange Red, Raspberry Red, Purple, Lemon Y...",All Grocery & Gourmet Foods,4.1,4639,250.0,299.0,16.4,16.387959866220736
Betty Crocker Complete Classic Pancake Mix | Pancake Mix for Kids| No-Preservatives| Pack of 250 x 2| 500 g,All Grocery & Gourmet Foods,4.2,1596,149.0,260.0,42.7,42.69230769230769
"Boost Chocolate Energy & Sports Nutrition Drink 500 g Pet Jar, For 3X stamina - Builds bone & muscle strength",All Grocery & Gourmet Foods,4.4,3540,294.0,295.0,0.3,0.3389830508474576
"Chetran's Fresh Tofu, 250 g | Dairy Paneer Alternative | High Protein",All Grocery & Gourmet Foods,3.7,9,54.0,60.0,10.0,10.0
Sorich Organics Raw Pumpkin Seeds 200g | Pumpkin Seeds for Eating | Unroasted Pumpkin Seed 200gm | Healthy Snacks | Diet F...,All Grocery & Gourmet Foods,4.3,507,149.0,299.0,50.2,50.16722408026756
"Real Fruit Power - Pomegranate, 1L Pack",All Grocery & Gourmet Foods,4.3,214,120.0,125.0,4.0,4.0
SSKR Alum Phitkari Stone Fitkari Crystals - 450 Gms,All Grocery & Gourmet Foods,4.0,879,89.0,250.0,64.4,64.4
Keya Sprinklers Combo | Italian Pizza Oregano 80g | Piri Piri 80g Pack of 2,All Grocery & Gourmet Foods,4.5,2265,150.0,218.0,31.2,31.19266055045872
"MuscleBlaze 100% Whey Protein (Rich Milk Chocolate, 1 kg / 2.2 lb) Ultra Premium Whey Blend Pure Isolate Whey as Primary P...",All Grocery & Gourmet Foods,4.1,6627,2699.0,3599.0,25.0,25.00694637399278
"Veeba White Pasta Dressing, 250g",All Grocery & Gourmet Foods,4.2,367,103.0,109.0,5.5,5.5045871559633035
"Sunfeast Dark Fantasy Choco Crème, 100g Pack | Dark crunch with Smooth crème",All Grocery & Gourmet Foods,4.3,1446,30.0,35.0,14.3,14.285714285714285
"Happilo Premium International Salted Partymix 200g | Healthy Dry Fruits Snack | Contains Kaju, Kishmish, Badam & Pista | O...",All Grocery & Gourmet Foods,4.2,615,237.0,365.0,35.1,35.06849315068493
"Sundrop Natural Peanut Butter | Creamy 924g, Unsweetened Peanut Butter | 29% Vegan Protein | High Protein Vegan Peanut But...",All Grocery & Gourmet Foods,4.0,810,249.0,325.0,23.4,23.384615384615383
"MAGGI Magic Cubes Chicken Masala, 40g | Ready Masala for Rice Dishes, Biryani, Curries & More",All Grocery & Gourmet Foods,4.3,396,35.0,40.0,12.5,12.5
"Nature Purify Dry Fruits Festival Gift Pack - 1 Kg (Almond, Cashew, Raisins, Apricot - 250g Each)",All Grocery & Gourmet Foods,4.0,11,690.0,1299.0,46.9,46.88221709006928
Kitchen Jungle Himalayan Gulkand Jar Pack (Rose Petal Jam) (400 Grams),All Grocery & Gourmet Foods,4.4,205,169.0,300.0,43.7,43.666666666666664
"Lijjat Papad - Udad, 200g",All Grocery & Gourmet Foods,4.3,597,66.0,68.0,2.9,2.941176470588235
"The Tea Heaven | Tea Gift - Kashmiri Kahwa| 100 Grams | Tea Gift Pack-Blended with Saffron, Almonds, Spices -100% Natural ...",All Grocery & Gourmet Foods,4.2,2657,367.0,399.0,8.0,8.020050125313283
"SHRILALMAHAL Elite Aroma, Whole Cardamom Green Big 8mm Bold Bolt, 100g",All Grocery & Gourmet Foods,4.2,2798,379.0,700.0,45.9,45.857142857142854
"LAVAZZA IL Mattino Vivace 100% Pure Filter Ground Coffee Powder, 200g, Bag",All Grocery & Gourmet Foods,4.2,412,199.5,210.0,5.0,5.0
Parle Platina Hide & Seek Chocolate Chip Cookies 350g / 400g (Weight May Vary),All Grocery & Gourmet Foods,4.4,232,116.0,120.0,3.3,3.3333333333333335
"MTR Minute Pepper Rasam Pouch, 60 g",All Grocery & Gourmet Foods,4.1,899,27.0,40.0,32.5,32.5
"Haldiram's Nagpur Cornflakes Mixture, 350g",All Grocery & Gourmet Foods,4.3,229,125.0,140.0,10.7,10.714285714285714
"Haldiram's Delhi Khatta Meetha, 400g+40g extra",All Grocery & Gourmet Foods,4.3,639,83.0,100.0,17.0,17.0
"Colgate Active Salt Toothpaste, Germ Fighting Toothpaste for Healthy Gums and Teeth, 500gm (200g X 2 and 100g X 1)",All Grocery & Gourmet Foods,4.3,284,257.0,282.0,8.9,8.865248226950355
MTR 3 Mins Breakfast Magic Masala Upma Pouch 60g,All Grocery & Gourmet Foods,4.0,796,25.0,27.0,7.4,7.4074074074074066
Tata Tea Agni | Special Leaf Tea Blend with Strong Taste | Black Tea | 500g,All Grocery & Gourmet Foods,4.1,75,92.0,100.0,8.0,8.0
"Amul Bitter 90% Chocolate, 150 g",All Grocery & Gourmet Foods,4.2,821,129.0,140.0,7.9,7.857142857142857
"Gits Instant Rabdi Dessert Mix, 100g",All Grocery & Gourmet Foods,4.1,557,85.0,90.0,5.6,5.555555555555555
"Cadbury Celebrations Premium Selections Chocolate Gift Pack, Assorted, 2 x 217.8 g",All Grocery & Gourmet Foods,4.2,401,365.0,500.0,27.0,27.0
True Elements Roasted Flax Seeds 500g - Fibre Rich | Flax Seeds for Hair Growth | Alsi Seeds,All Grocery & Gourmet Foods,4.3,679,269.0,300.0,10.3,10.333333333333334
Dulal Chandra Bhar's Palm Candy Organic Palm Candy Made in Natural Traditional Method 1 Kg,All Grocery & Gourmet Foods,4.5,265,138.0,140.0,1.4,1.4285714285714286
Bru Instant with Great Aroma of Freshly Roasted Coffee Beans | Authentic Taste of Coffee from South Indian Plantations | 1...,All Grocery & Gourmet Foods,4.4,5533,315.0,350.0,10.0,10.0
"BubbleNut Wash Laundry Detergent Liquid ( 5 Litres ) - Natural, Organic, Baby safe, Soap nuts based ( 5 Lits) , Sensitive ...",All Grocery & Gourmet Foods,4.3,442,1379.0,1499.0,8.0,8.005336891260841
"Happilo Premium Californian Roasted & Salted Pistachios 200 g (Pack of 2) | Pista Dry Fruit, Shelled Nuts Super Crunchy & ...",All Grocery & Gourmet Foods,4.2,1050,652.0,790.0,17.5,17.468354430379744
"Splenda No Calorie Sweetener Packets, 100g",All Grocery & Gourmet Foods,4.4,7375,260.0,400.0,35.0,35.0
"Saffola Honey Active, Made with Sundarban Forest Honey, 100% Pure Honey, No sugar adulteration, Natural Immunity booster, ...",All Grocery & Gourmet Foods,3.8,4081,194.0,220.0,11.8,11.818181818181818
"Mega Frozen Prawns - Small, Peeled & Deveined 500g",All Grocery & Gourmet Foods,4.2,37,249.0,400.0,37.8,37.75
"Nature Valley Crunchy Granola Bars | Whole Grain Oats & Dark Chocolate, 210g (10 Bars-PACK OF 5) | Multigrain Energy Bars|...",All Grocery & Gourmet Foods,4.3,1193,315.0,350.0,10.0,10.0
"BeeBaby Orthodontic Silicone Baby Pacifier/Soother with Protective Cap (Blue, Pack of 2)",All Grocery & Gourmet Foods,3.7,425,177.0,249.0,28.9,28.915662650602407
True Elements Pumpkin Seeds 1kg - Immunity Booster Seeds for Eating | Protein Rich Seeds for eating | Healthy Diet Snacks,All Grocery & Gourmet Foods,4.4,385,725.0,925.0,21.6,21.62162162162162
"4700BC Gourmet Popcorn, Belgian Choco Caramel, Tin, 150g",All Grocery & Gourmet Foods,4.1,871,180.0,200.0,10.0,10.0
YUVIKA Mulethi - Multhi Spl - Glycyrrhiza Glabra - Yashtimadhu - Jeshthamadha - Licorice Root (100 Grams),All Grocery & Gourmet Foods,4.1,1253,189.0,299.0,36.8,36.78929765886287
"Colgate Gum Expert Advanced Ayurvedic Solution Gum Care Toothpaste,80g, With Turmeric Extract, Specialized Solution For Yo...",All Grocery & Gourmet Foods,4.2,383,120.0,150.0,20.0,20.0
Hard shell mamra almonds(IN SHELL) (1KG),All Grocery & Gourmet Foods,2.5,49,499.0,6000.0,91.7,91.68333333333332
"GRB Ghee Pillow Pouch, 500ml",All Grocery & Gourmet Foods,4.4,200,449.0,695.0,35.4,35.39568345323741
"Sundrop Oil - Super Lite Advanced, 1L Pouch",All Grocery & Gourmet Foods,4.6,1016,260.0,265.0,1.9,1.8867924528301887
MOGU MOGU Multi Flavour Mix Fruit Juice with 25% NATA De Coco | Energy Booster Drink | Full of Natural Fruit Fibres | No A...,All Grocery & Gourmet Foods,4.4,214,398.0,420.0,5.2,5.238095238095238
Groviva Wholesome Child Nutrition for Growth & Development - 400g Jar (Mango),All Grocery & Gourmet Foods,4.3,553,598.0,660.0,9.4,9.393939393939393
"Urban Platter Jumbo Pecan Nuts, 200g (Rich in Protein & Fiber, Crunchy,Stored in Refrigeration for Long Lasting Freshness)",All Grocery & Gourmet Foods,4.3,226,590.0,600.0,1.7,1.6666666666666667
"Indomie Mi Goreng (Pack of 40)(80 grams Each, Non Vegetarian)",All Grocery & Gourmet Foods,4.5,1615,1140.0,1200.0,5.0,5.0
"Ching's Dark Soy Sauce, 90g",All Grocery & Gourmet Foods,4.2,1448,22.0,25.0,12.0,12.0
The Whole Truth - No Added Sugar Dark Chocolate Protein Peanut Butter - 325g with 9g Protein per serve - Crunchy,All Grocery & Gourmet Foods,4.3,571,280.25,295.0,5.0,5.0
Parle Platina Hide & Seek Black Bourbon Vanilla 300g,All Grocery & Gourmet Foods,4.3,167,75.0,150.0,50.0,50.0
24 Mantra Organic Unpolished Bengalgram/Kandi pappu/Chana Dal - 500gms | Pack of 1 | 100% Organic | Chemical Free & Pestic...,All Grocery & Gourmet Foods,4.4,941,90.0,95.0,5.3,5.263157894736842
Storia 100% Fruit Juice- Pomegranate- No Added Sugar & No Preservatives- 750 ml PET Bottle,All Grocery & Gourmet Foods,3.9,232,127.5,170.0,25.0,25.0
"PLIX - THE PLANT FIX Apple Cider Vinegar 15 Effervescent Tablet with mother for weight loss, Vitamin B6 & B12, Pack of 4 (...",All Grocery & Gourmet Foods,4.0,4836,1199.0,1400.0,14.4,14.357142857142858
"TGL Co. The Good Life Company Kashmiri Kahwa Green Tea, 16 Tea Bags (15 Tea Bags with 1 Exotic Sample)",All Grocery & Gourmet Foods,4.2,688,247.0,299.0,17.4,17.391304347826086
Goodricke Roasted Darjeeling Tea Bags - 100 Pieces (25 TB x 4 Pack) | Darjeeling Black Tea Bags | Flavoury Golden Orange P...,All Grocery & Gourmet Foods,4.3,460,418.0,440.0,5.0,5.0
Shunya Fizz Lime & Lemon & Classic Cola Combo | Sugar Free Soft Drink | 0 Calories & No Aspartame | Supercharged with Gree...,All Grocery & Gourmet Foods,4.2,141,568.65,720.0,21.0,21.020833333333336
Himalaya Himalaya Wellness Pure Herbs Karela Metabolic Wellness - 60 Tablets,All Grocery & Gourmet Foods,4.3,1133,147.0,200.0,26.5,26.5
"Go desi Spicy Lemon Chaat, Desi Chaat, Dried fruits, Fruit snack, Dehydrated Fruit candy, Pack of 10",All Grocery & Gourmet Foods,4.1,683,199.0,200.0,0.5,0.5
"GreenFinity Dry Fruits Combo Pack - 1.425g (Almonds, Cashews, Pistachios, Raisins, Anjeer - 250g, Walnuts Without Shells -...",All Grocery & Gourmet Foods,4.0,1575,1454.0,1799.0,19.2,19.17732073374097
Whey91 Choco Fudge Protein Bar | 20g Protein & 3g Fibre per Bar | Whey Protein | Immunity Booster Lactoferrin | No Added P...,All Grocery & Gourmet Foods,3.7,447,599.0,750.0,20.1,20.133333333333333
"Weikfield Green Chilli Sauce, 200g",All Grocery & Gourmet Foods,4.2,3856,53.0,55.0,3.6,3.6363636363636362
"Keya Combo of Garlic Powder 55gm, Onion Powder 50gm, Pack 2",All Grocery & Gourmet Foods,4.1,50,185.0,210.0,11.9,11.904761904761903
Diabodelite 200g Cookies Oats & Almond Flavour| Delight For Diabetics Multigrain sugar-free Digestive cookies with fenugre...,All Grocery & Gourmet Foods,3.8,648,189.0,299.0,36.8,36.78929765886287
"Lavazza IL Mattino Vivace - Pack of 2 Pouch, 2 x 200 g",All Grocery & Gourmet Foods,4.3,851,399.0,420.0,5.0,5.0
"HERBALIFE Afresh Energy Drink - Ginger Flavor & Tulsi Flavor For Weight Loss Energy Drink  (50g, Ginger, Tulsi Flavored) (...",All Grocery & Gourmet Foods,4.2,336,1050.0,1796.0,41.5,41.53674832962138
"Organic Tattva, Organic Sonamasuri White Gluten Free and Unpolished Rice, 5KG",All Grocery & Gourmet Foods,3.8,315,505.75,595.0,15.0,15.0
"Slurrp Farm Chocolate Cake Mix | Eggless, Wheat and Maida Free, 400g",All Grocery & Gourmet Foods,4.2,627,150.0,299.0,49.8,49.83277591973244
"Tropicana Fruit Juice - Mixed Fruit, 1L Carton",All Grocery & Gourmet Foods,4.3,840,110.0,118.0,6.8,6.779661016949152
Tabasco Sriracha Sauce 300g | Non-GMO Project Verified | Vegan | Gluten free | No added Colour or Presevatives,All Grocery & Gourmet Foods,4.5,62,359.0,479.0,25.1,25.052192066805844
"Tata Coffee Gold, 100% Pure Coffee, Original, 50g",All Grocery & Gourmet Foods,4.1,392,247.0,290.0,14.8,14.827586206896552
"Colombian Brew Hazelnut Instant Coffee Powder, No Sugar Vegan, 50gm",All Grocery & Gourmet Foods,4.1,2755,189.0,199.0,5.0,5.025125628140704
Ferrero Rocher Premium Milk Chocolate (300g) - 24 Pieces,All Grocery & Gourmet Foods,4.5,710,890.0,895.0,0.6,0.5586592178770949
"Eastern Biriyani Masala Powder, 100 g",All Grocery & Gourmet Foods,4.3,369,71.0,75.0,5.3,5.333333333333334
24 Mantra Organic Unpolished Urad Dal White Whole/Minapa Pappu - 500gms | Pack of 1 | 100% Organic | Chemical Free & Pesti...,All Grocery & Gourmet Foods,4.3,329,130.0,145.0,10.3,10.344827586206897
Namo Organics - Sugar Kadwa Badam - 250 Gm - Diabetes Bitter Almonds - Sky Fruit/Mahogany Seeds - Sourced from 100% Organi...,All Grocery & Gourmet Foods,3.7,196,208.0,699.0,70.2,70.24320457796853
Hakim Suleman's Olive Vinegar (Zaitoon Sirka) Orignal 900 ML,All Grocery & Gourmet Foods,4.2,569,1499.0,1500.0,0.1,0.06666666666666667
"Farmley Premium Dates Bite Dry Fruits Healthy and Delicious Sweets Gift Pack 200 gram | Made with Dates , Pistachios , Cas...",All Grocery & Gourmet Foods,3.0,2,289.0,350.0,17.4,17.42857142857143
"Alpenliebe Pop, 64g",All Grocery & Gourmet Foods,4.2,204,45.0,50.0,10.0,10.0
Himalayan Natives Organic Bilona Cow Ghee | 100% Natural Organic Cow Ghee |100% Pure Natural Organic Cow Ghee | Organic Co...,All Grocery & Gourmet Foods,3.6,468,561.0,660.0,15.0,15.0
Fast&Up Energy Gel - Instant Energy - Nutrition Supplement - 30g Carbs With Maltodextrin - Vegan - Pack of 5 Gels - Strawb...,All Grocery & Gourmet Foods,4.3,1227,439.0,545.0,19.4,19.449541284403672
"Paper Boat Sparkling Coffee, 600ml | Dark Roast Coffee I Caffeinated Drink | Zero Sugar, Zero Calories I Sugar Free",All Grocery & Gourmet Foods,3.9,51,53.0,60.0,11.7,11.666666666666666
Healthvit MCT Oil From Coconut Oil Unsweetened Keto Diet Sports | For Healthy And Instant Energy | Unflavoured & Odourless...,All Grocery & Gourmet Foods,3.8,552,299.0,600.0,50.2,50.16666666666667
Papilon Gel Food Colour Set of 6 x 20gm,All Grocery & Gourmet Foods,4.2,839,210.0,720.0,70.8,70.83333333333334
Bambino Roasted Vermicelli 425 gm,All Grocery & Gourmet Foods,4.3,645,54.0,65.0,16.9,16.923076923076923
"RiteBite Max Protein 7 Grain Breakfast Cookies - Assorted, Pack of 6 (330g)",All Grocery & Gourmet Foods,4.1,1128,276.0,300.0,8.0,8.0
"TE-A-ME Cranberry Apple Infusion Tea, 25 Tea Bags | 100% Caffeine Free | Fruit Infusion Tea",All Grocery & Gourmet Foods,4.3,1212,249.0,285.0,12.6,12.631578947368421
Teabox Organic Rose Green Tea 25 Teabags | Relieves Stress and Enhances Mood | Made with 100% Whole Leaf & Natural Rose Pe...,All Grocery & Gourmet Foods,4.3,1725,252.0,265.0,4.9,4.905660377358491
Nature's Harvest Dried Dry Sweet Amla Candy (Indian Gooseberry) (250g),All Grocery & Gourmet Foods,3.8,1596,189.0,250.0,24.4,24.4
"High Protein All Natural Peanut Butter | Unsweetened | 37% Protein | Imported Whey Protein and Roasted Peanuts (Crunchy, 1kg)",All Grocery & Gourmet Foods,4.4,882,679.0,799.0,15.0,15.018773466833544
"Hot Wheels 5-Car Pack of 1:64 Scale Vehicles, Gift for Collectors & Kids Ages 3 Yrs & Up - Color & Design may vary",All Grocery & Gourmet Foods,4.3,10716,364.0,600.0,39.3,39.33333333333333
Tata Sampann Yumside Delhi Style Paneer Makhani | Ready to Eat Meal | Heat in 60 secs I Serves 4 Pax | Pack of 2 | 285g x 2,All Grocery & Gourmet Foods,2.8,16,172.0,298.0,42.3,42.281879194630875
"24 Mantra Organic 7 Grain Multigrain Atta, 1000 g",All Grocery & Gourmet Foods,4.3,309,90.0,95.0,5.3,5.263157894736842
"Tata Sampann Dry Fruits & Nuts Mix (Contains Almonds, Black Raisins, Cashews, Cranberries, Green raisins, and Pistachio ke...",All Grocery & Gourmet Foods,4.0,6,271.0,285.0,4.9,4.912280701754386
"Wagh Bakri Masala Chai Tea Bags, 200g",All Grocery & Gourmet Foods,4.2,390,364.0,499.0,27.1,27.054108216432866
Morde Dark compound pack of 2 each 400 gm,All Grocery & Gourmet Foods,4.3,112,192.0,440.0,56.4,56.36363636363636
Pushp Brand Asafoetida Hing Jar (50 GM),All Grocery & Gourmet Foods,4.3,550,339.0,395.0,14.2,14.177215189873419
Thanjai Natural Palm Jaggery Powder (Palm Sugar) 500g 100% Natural Traditional Made Method Pure Directly from Farmer,All Grocery & Gourmet Foods,4.3,508,315.0,499.0,36.9,36.87374749498998
"Fortune Superfood Punjabi Khichdi , 200g",All Grocery & Gourmet Foods,4.0,403,49.0,65.0,24.6,24.615384615384617
HealthyHive Cocoa Powder - Unsweetened and Dutched (250 Grams),All Grocery & Gourmet Foods,4.4,1832,250.0,350.0,28.6,28.57142857142857
Blue Tokai Coffee Easy Pour Over Coffee Drip Bags (Dark Roast) Vienna Roast | Bold & Strong | Pack of 10 sachets | 100% Ar...,All Grocery & Gourmet Foods,4.5,330,352.0,400.0,12.0,12.0
Baidyanath Karela Jamun Juice | Diabetes Care| All Natural| No Sugar| Maintain Healthy Sugar Levels - 1L (Pack of 2),All Grocery & Gourmet Foods,4.2,586,477.0,700.0,31.9,31.857142857142858
"Markstor Ajwa Al-Saudi - Finest Ajwa Dates (Khajoor/Khajur) of Madina, Saudi Arabia - 500g",All Grocery & Gourmet Foods,4.0,604,1250.0,2000.0,37.5,37.5
"Jivo Premium Cold Pressed Kachi Ghani Pure Mustard Oil, 5 Litre | Healthy Cooking Oil for Daily use |",All Grocery & Gourmet Foods,4.3,183,1249.0,1250.0,0.1,0.08
"Nutriorg Organic Rose Water 250ml & Rose Water spray bottle 100ml Liquid | Gulab Jal For Face Toner, Skin Toner, Makeup Re...",All Grocery & Gourmet Foods,4.4,780,299.0,465.0,35.7,35.6989247311828
"FreshPick Rohu Fish Bengali Slices (Rui Sweetwater), 500 g",All Grocery & Gourmet Foods,4.1,266,199.0,250.0,20.4,20.4
"Auric Kadak Moringa Masala Tea - Black Tea from Assam & Darjeeling | Tea Masala Powder Blended with Real Spices (Cardamom,...",All Grocery & Gourmet Foods,4.3,751,269.0,700.0,61.6,61.57142857142858
Cravez Dried Sugar Free Amla Candy | Export Quality Aamla | 300 Gram | Low Processed Amla | Sugar Free | 100% Natural | No...,All Grocery & Gourmet Foods,4.1,59,275.0,350.0,21.4,21.428571428571427
"Borges Extra Virgin Olive Oil, 500ml",All Grocery & Gourmet Foods,4.4,1828,530.0,750.0,29.3,29.333333333333332
"Parle 20-20 Gold Cashew Almond Cookies Pouch, 600g/604.8g (Item Weight May Vary)",All Grocery & Gourmet Foods,4.3,425,175.0,180.0,2.8,2.7777777777777777
"Cadbury Birthday Celebrations Box, 430g",All Grocery & Gourmet Foods,4.3,2107,466.88,500.0,6.6,6.6240000000000006
"Amazon Brand - Vedaka Organic Raw Peanut, 1Kg",All Grocery & Gourmet Foods,4.1,74,230.0,400.0,42.5,42.5
Amazon Brand - Vedaka Organic Besan 1kg,All Grocery & Gourmet Foods,4.3,25,151.0,200.0,24.5,24.5
GO DESi POPz with Bits | Masala Jamun | 50 Pcs | Fruit Snacks | 400 gm,All Grocery & Gourmet Foods,3.5,196,249.0,250.0,0.4,0.4
Pro360 Diabetic Care Protein Powder for Diabetes - Complete and Balanced Adult Nutrition for the Dietary Management of Peo...,All Grocery & Gourmet Foods,4.1,938,580.0,725.0,20.0,20.0
"BOGATCHI Whipped Cream | Whipping Cream Powder, Whipping Cream for Cake, Premium Whipping Cream Powder, | Free One Extra W...",All Grocery & Gourmet Foods,3.8,335,196.0,299.0,34.4,34.448160535117054
"VAHDAM Organic Lemon Tea with Ginger - 50 Units |100% Organic Detox Green Tea Bags | Green Tea for Weight Loss, 50 Pyramid...",All Grocery & Gourmet Foods,4.2,252,374.0,499.0,25.1,25.0501002004008
Solasz 100% Spanish Baby Massage Pure Olive Oil 500ml,All Grocery & Gourmet Foods,4.2,952,436.0,895.0,51.3,51.28491620111731
"Real Orange Fruit Power, 1L (Pack of 2)",All Grocery & Gourmet Foods,4.2,245,212.0,220.0,3.6,3.6363636363636362
"Pro Nature Organic Tur Dal, 1kg",All Grocery & Gourmet Foods,4.5,298,232.0,279.0,16.8,16.845878136200717
"Britannia Vita Marie Gold Biscuits, 150g",All Grocery & Gourmet Foods,4.3,238,28.0,30.0,6.7,6.666666666666667
"Auric Men's Energy Tea with Pure Shilajit Resin for Stamina, Endurance & Performance | Natural Ayurvedic Herbs | Taste of ...",All Grocery & Gourmet Foods,3.6,1154,281.0,625.0,55.0,55.04
"Nestle A+ Nourish Dahi, 400 g",All Grocery & Gourmet Foods,4.5,299,56.7,75.0,24.4,24.399999999999995
Kinsfolk Extra Light Olive Oil (( Imported Oil from Spain )) JAR- 5.25 LTR,All Grocery & Gourmet Foods,4.3,221,1599.0,4999.0,68.0,68.01360272054411
Organic India The Original Tulsi Green Tea Antioxidant Rich (Net Wgt 100gm),All Grocery & Gourmet Foods,4.5,221,187.2,195.0,4.0,4.000000000000005
"Britannia Good Day Pista Badam Cookies, 200g",All Grocery & Gourmet Foods,4.3,585,55.0,60.0,8.3,8.333333333333332
"Auric Ashwagandha Hot Chocolate | Boosts Energy & Makes You Stronger from Inside | Protein Rich, Flavourful & Traditional...",All Grocery & Gourmet Foods,4.2,1240,342.0,700.0,51.1,51.142857142857146
"Sunfeast YiPPee! Magic Masala, Instant Noodles 240g / 270g / 280g (Pack of 4) (Weight May vary )",All Grocery & Gourmet Foods,4.3,271,50.0,53.0,5.7,5.660377358490567
The Indian Chai - Organic Chamomile Tea (1.75oz/ 50 Gm) | Certified Organic - Detox Tea - Calming Tisane - Herbal Tea - Ca...,All Grocery & Gourmet Foods,4.2,2020,325.0,345.0,5.8,5.797101449275362
Haldiram's Moong Dal | Crispy Moong Dal coated with Salt | Not Spiced yet Flavorful | Favorite Teatime Snack of India | Ma...,All Grocery & Gourmet Foods,4.4,886,245.0,275.0,10.9,10.909090909090908
